time,country,type,value,date
2021M09,Sweden,Nuclear,3710.9,2021-09-01
2021M10,EU,Total,225992.489,2021-10-01
2021M10,EU,Combustible fuels,2771.549,2021-10-01
2021M10,EU,Coal,35719.633,2021-10-01
2021M10,EU,Natural gas,27452.915,2021-10-01
2021M10,EU,Nuclear,59174.96,2021-10-01
2021M10,Belgium,Total,7761.464,2021-10-01
2021M10,Belgium,Combustible fuels,93.804,2021-10-01
2021M10,Belgium,Coal,1.508,2021-10-01
2021M10,Belgium,Natural gas,1293.584,2021-10-01
2021M10,Belgium,Nuclear,4148.375,2021-10-01
2021M10,Bulgaria,Total,3523.075,2021-10-01
2021M10,Bulgaria,Combustible fuels,0.0,2021-10-01
2021M10,Bulgaria,Coal,1868.297,2021-10-01
2021M10,Bulgaria,Natural gas,155.015,2021-10-01
2021M10,Bulgaria,Nuclear,753.933,2021-10-01
2021M10,Czechia,Total,7460.261,2021-10-01
2021M10,Czechia,Combustible fuels,4.787,2021-10-01
2021M10,Czechia,Coal,3128.808,2021-10-01
2021M10,Czechia,Natural gas,423.444,2021-10-01
2021M10,Czechia,Nuclear,2941.082,2021-10-01
2021M10,Denmark,Total,2885.264,2021-10-01
2021M10,Denmark,Combustible fuels,66.034,2021-10-01
2021M10,Denmark,Coal,356.951,2021-10-01
2021M10,Denmark,Natural gas,68.832,2021-10-01
2021M10,Denmark,Nuclear,0.0,2021-10-01
2021M10,Germany,Total,45798.695,2021-10-01
2021M10,Germany,Combustible fuels,1361.34,2021-10-01
2021M10,Germany,Coal,14030.452,2021-10-01
2021M10,Germany,Natural gas,4937.277,2021-10-01
2021M10,Germany,Nuclear,5303.328,2021-10-01
2021M10,Estonia,Total,612.229,2021-10-01
2021M10,Estonia,Combustible fuels,347.0,2021-10-01
2021M10,Estonia,Coal,0.0,2021-10-01
2021M10,Estonia,Natural gas,0.0,2021-10-01
2021M10,Estonia,Nuclear,0.0,2021-10-01
2021M10,Ireland,Total,2584.141,2021-10-01
2021M10,Ireland,Combustible fuels,81.956,2021-10-01
2021M10,Ireland,Coal,307.504,2021-10-01
2021M10,Ireland,Natural gas,1021.739,2021-10-01
2021M10,Ireland,Nuclear,0.0,2021-10-01
2021M10,Greece,Total,4433.59,2021-10-01
2021M10,Greece,Combustible fuels,0.02,2021-10-01
2021M10,Greece,Coal,361.527,2021-10-01
2021M10,Greece,Natural gas,1963.711,2021-10-01
2021M10,Greece,Nuclear,0.0,2021-10-01
2021M10,Spain,Total,20602.791,2021-10-01
2021M10,Spain,Combustible fuels,185.978,2021-10-01
2021M10,Spain,Coal,527.604,2021-10-01
2021M10,Spain,Natural gas,6046.131,2021-10-01
2021M10,Spain,Nuclear,4748.395,2021-10-01
2021M10,France,Total,42245.126,2021-10-01
2021M10,France,Combustible fuels,0.0,2021-10-01
2021M10,France,Coal,1007.277,2021-10-01
2021M10,France,Natural gas,2131.77,2021-10-01
2021M10,France,Nuclear,30658.264,2021-10-01
2021M10,Croatia,Total,1118.544,2021-10-01
2021M10,Croatia,Combustible fuels,0.0,2021-10-01
2021M10,Croatia,Coal,142.634,2021-10-01
2021M10,Croatia,Natural gas,343.065,2021-10-01
2021M10,Croatia,Nuclear,0.0,2021-10-01
2021M10,Italy,Total,22354.0,2021-10-01
2021M10,Italy,Combustible fuels,0.0,2021-10-01
2021M10,Italy,Coal,0.0,2021-10-01
2021M10,Italy,Natural gas,0.0,2021-10-01
2021M10,Italy,Nuclear,0.0,2021-10-01
2021M10,Cyprus,Total,374.863,2021-10-01
2021M10,Cyprus,Combustible fuels,0.0,2021-10-01
2021M10,Cyprus,Coal,0.0,2021-10-01
2021M10,Cyprus,Natural gas,0.0,2021-10-01
2021M10,Cyprus,Nuclear,0.0,2021-10-01
2021M10,Latvia,Total,279.0,2021-10-01
2021M10,Latvia,Combustible fuels,0.0,2021-10-01
2021M10,Latvia,Coal,0.0,2021-10-01
2021M10,Latvia,Natural gas,105.0,2021-10-01
2021M10,Latvia,Nuclear,0.0,2021-10-01
2021M10,Lithuania,Total,395.101,2021-10-01
2021M10,Lithuania,Combustible fuels,6.657,2021-10-01
2021M10,Lithuania,Coal,0.0,2021-10-01
2021M10,Lithuania,Natural gas,48.614,2021-10-01
2021M10,Lithuania,Nuclear,0.0,2021-10-01
2021M10,Luxembourg,Total,186.253,2021-10-01
2021M10,Luxembourg,Combustible fuels,4.534,2021-10-01
2021M10,Luxembourg,Coal,0.0,2021-10-01
2021M10,Luxembourg,Natural gas,13.768,2021-10-01
2021M10,Luxembourg,Nuclear,0.0,2021-10-01
2021M10,Hungary,Total,2884.09,2021-10-01
2021M10,Hungary,Combustible fuels,25.396,2021-10-01
2021M10,Hungary,Coal,242.989,2021-10-01
2021M10,Hungary,Natural gas,803.45,2021-10-01
2021M10,Hungary,Nuclear,1240.309,2021-10-01
2021M10,Malta,Total,171.789,2021-10-01
2021M10,Malta,Combustible fuels,0.0,2021-10-01
2021M10,Malta,Coal,0.0,2021-10-01
2021M10,Malta,Natural gas,145.492,2021-10-01
2021M10,Malta,Nuclear,0.0,2021-10-01
2021M10,Netherlands,Total,9410.182,2021-10-01
2021M10,Netherlands,Combustible fuels,111.706,2021-10-01
2021M10,Netherlands,Coal,2005.655,2021-10-01
2021M10,Netherlands,Natural gas,3176.824,2021-10-01
2021M10,Netherlands,Nuclear,314.272,2021-10-01
2021M10,Austria,Total,5029.643,2021-10-01
2021M10,Austria,Combustible fuels,41.541,2021-10-01
2021M10,Austria,Coal,164.731,2021-10-01
2021M10,Austria,Natural gas,937.685,2021-10-01
2021M10,Austria,Nuclear,0.0,2021-10-01
2021M10,Poland,Total,14649.185,2021-10-01
2021M10,Poland,Combustible fuels,87.301,2021-10-01
2021M10,Poland,Coal,9829.364,2021-10-01
2021M10,Poland,Natural gas,1330.127,2021-10-01
2021M10,Poland,Nuclear,0.0,2021-10-01
2021M10,Portugal,Total,3663.688,2021-10-01
2021M10,Portugal,Combustible fuels,25.38,2021-10-01
2021M10,Portugal,Coal,42.712,2021-10-01
2021M10,Portugal,Natural gas,1340.872,2021-10-01
2021M10,Portugal,Nuclear,0.0,2021-10-01
2021M10,Romania,Total,4138.0,2021-10-01
2021M10,Romania,Combustible fuels,0.0,2021-10-01
2021M10,Romania,Coal,812.0,2021-10-01
2021M10,Romania,Natural gas,727.0,2021-10-01
2021M10,Romania,Nuclear,921.0,2021-10-01
2021M10,Slovenia,Total,1155.639,2021-10-01
2021M10,Slovenia,Combustible fuels,0.535,2021-10-01
2021M10,Slovenia,Coal,305.45,2021-10-01
2021M10,Slovenia,Natural gas,27.475,2021-10-01
2021M10,Slovenia,Nuclear,507.912,2021-10-01
2021M10,Slovakia,Total,2190.0,2021-10-01
2021M10,Slovakia,Combustible fuels,145.0,2021-10-01
2021M10,Slovakia,Coal,105.0,2021-10-01
2021M10,Slovakia,Natural gas,308.0,2021-10-01
2021M10,Slovakia,Nuclear,1210.0,2021-10-01
2021M10,Finland,Total,6004.0,2021-10-01
2021M10,Finland,Combustible fuels,60.0,2021-10-01
2021M10,Finland,Coal,479.0,2021-10-01
2021M10,Finland,Natural gas,91.0,2021-10-01
2021M10,Finland,Nuclear,2073.0,2021-10-01
2021M10,Sweden,Total,14081.876,2021-10-01
2021M10,Sweden,Combustible fuels,122.58,2021-10-01
2021M10,Sweden,Coal,0.17,2021-10-01
2021M10,Sweden,Natural gas,13.04,2021-10-01
2021M10,Sweden,Nuclear,4355.09,2021-10-01
2021M11,EU,Total,238418.85,2021-11-01
2021M11,EU,Combustible fuels,2932.125,2021-11-01
2021M11,EU,Coal,39423.455,2021-11-01
2021M11,EU,Natural gas,40886.114,2021-11-01
2021M11,EU,Nuclear,58343.482,2021-11-01
2021M11,Belgium,Total,7767.423,2021-11-01
2021M11,Belgium,Combustible fuels,80.622,2021-11-01
2021M11,Belgium,Coal,158.441,2021-11-01
2021M11,Belgium,Natural gas,2450.485,2021-11-01
2021M11,Belgium,Nuclear,3527.662,2021-11-01
2021M11,Bulgaria,Total,4004.655,2021-11-01
2021M11,Bulgaria,Combustible fuels,0.0,2021-11-01
2021M11,Bulgaria,Coal,1689.846,2021-11-01
2021M11,Bulgaria,Natural gas,186.109,2021-11-01
2021M11,Bulgaria,Nuclear,1466.962,2021-11-01
2021M11,Czechia,Total,7725.228,2021-11-01
2021M11,Czechia,Combustible fuels,6.562,2021-11-01
2021M11,Czechia,Coal,3452.713,2021-11-01
2021M11,Czechia,Natural gas,700.499,2021-11-01
2021M11,Czechia,Nuclear,2729.402,2021-11-01
2021M11,Denmark,Total,3050.825,2021-11-01
2021M11,Denmark,Combustible fuels,69.484,2021-11-01
2021M11,Denmark,Coal,511.106,2021-11-01
2021M11,Denmark,Natural gas,143.302,2021-11-01
2021M11,Denmark,Nuclear,0.0,2021-11-01
2021M11,Germany,Total,46628.262,2021-11-01
2021M11,Germany,Combustible fuels,1381.565,2021-11-01
2021M11,Germany,Coal,16544.158,2021-11-01
2021M11,Germany,Natural gas,7986.409,2021-11-01
2021M11,Germany,Nuclear,5604.286,2021-11-01
2021M11,Estonia,Total,687.078,2021-11-01
2021M11,Estonia,Combustible fuels,453.0,2021-11-01
2021M11,Estonia,Coal,0.0,2021-11-01
2021M11,Estonia,Natural gas,0.0,2021-11-01
2021M11,Estonia,Nuclear,0.0,2021-11-01
2021M11,Ireland,Total,2781.967,2021-11-01
2021M11,Ireland,Combustible fuels,84.523,2021-11-01
2021M11,Ireland,Coal,405.21,2021-11-01
2021M11,Ireland,Natural gas,1147.128,2021-11-01
2021M11,Ireland,Nuclear,0.0,2021-11-01
2021M11,Greece,Total,3864.666,2021-11-01
2021M11,Greece,Combustible fuels,0.02,2021-11-01
2021M11,Greece,Coal,296.69,2021-11-01
2021M11,Greece,Natural gas,1908.29,2021-11-01
2021M11,Greece,Nuclear,0.0,2021-11-01
2021M11,Spain,Total,22979.252,2021-11-01
2021M11,Spain,Combustible fuels,179.155,2021-11-01
2021M11,Spain,Coal,576.855,2021-11-01
2021M11,Spain,Natural gas,7959.68,2021-11-01
2021M11,Spain,Nuclear,3562.358,2021-11-01
2021M11,France,Total,45119.104,2021-11-01
2021M11,France,Combustible fuels,0.0,2021-11-01
2021M11,France,Coal,1036.969,2021-11-01
2021M11,France,Natural gas,5493.048,2021-11-01
2021M11,France,Nuclear,30370.793,2021-11-01
2021M11,Croatia,Total,1353.962,2021-11-01
2021M11,Croatia,Combustible fuels,0.0,2021-11-01
2021M11,Croatia,Coal,138.681,2021-11-01
2021M11,Croatia,Natural gas,349.461,2021-11-01
2021M11,Croatia,Nuclear,0.0,2021-11-01
2021M11,Italy,Total,24567.0,2021-11-01
2021M11,Italy,Combustible fuels,0.0,2021-11-01
2021M11,Italy,Coal,0.0,2021-11-01
2021M11,Italy,Natural gas,0.0,2021-11-01
2021M11,Italy,Nuclear,0.0,2021-11-01
2021M11,Cyprus,Total,334.297,2021-11-01
2021M11,Cyprus,Combustible fuels,0.0,2021-11-01
2021M11,Cyprus,Coal,0.0,2021-11-01
2021M11,Cyprus,Natural gas,0.0,2021-11-01
2021M11,Cyprus,Nuclear,0.0,2021-11-01
2021M11,Latvia,Total,427.0,2021-11-01
2021M11,Latvia,Combustible fuels,0.0,2021-11-01
2021M11,Latvia,Coal,0.0,2021-11-01
2021M11,Latvia,Natural gas,173.0,2021-11-01
2021M11,Latvia,Nuclear,0.0,2021-11-01
2021M11,Lithuania,Total,358.14,2021-11-01
2021M11,Lithuania,Combustible fuels,7.139,2021-11-01
2021M11,Lithuania,Coal,0.0,2021-11-01
2021M11,Lithuania,Natural gas,17.049,2021-11-01
2021M11,Lithuania,Nuclear,0.0,2021-11-01
2021M11,Luxembourg,Total,173.994,2021-11-01
2021M11,Luxembourg,Combustible fuels,5.572,2021-11-01
2021M11,Luxembourg,Coal,0.0,2021-11-01
2021M11,Luxembourg,Natural gas,16.448,2021-11-01
2021M11,Luxembourg,Nuclear,0.0,2021-11-01
2021M11,Hungary,Total,2708.192,2021-11-01
2021M11,Hungary,Combustible fuels,27.649,2021-11-01
2021M11,Hungary,Coal,203.391,2021-11-01
2021M11,Hungary,Natural gas,1029.646,2021-11-01
2021M11,Hungary,Nuclear,1044.549,2021-11-01
2021M11,Malta,Total,150.389,2021-11-01
2021M11,Malta,Combustible fuels,0.0,2021-11-01
2021M11,Malta,Coal,0.0,2021-11-01
2021M11,Malta,Natural gas,126.708,2021-11-01
2021M11,Malta,Nuclear,0.0,2021-11-01
2021M11,Netherlands,Total,10447.029,2021-11-01
2021M11,Netherlands,Combustible fuels,118.723,2021-11-01
2021M11,Netherlands,Coal,1836.672,2021-11-01
2021M11,Netherlands,Natural gas,5225.224,2021-11-01
2021M11,Netherlands,Nuclear,346.2,2021-11-01
2021M11,Austria,Total,5612.153,2021-11-01
2021M11,Austria,Combustible fuels,53.15,2021-11-01
2021M11,Austria,Coal,164.526,2021-11-01
2021M11,Austria,Natural gas,1628.205,2021-11-01
2021M11,Austria,Nuclear,0.0,2021-11-01
2021M11,Poland,Total,14611.601,2021-11-01
2021M11,Poland,Combustible fuels,90.95,2021-11-01
2021M11,Poland,Coal,10450.274,2021-11-01
2021M11,Poland,Natural gas,1439.005,2021-11-01
2021M11,Poland,Nuclear,0.0,2021-11-01
2021M11,Portugal,Total,4238.693,2021-11-01
2021M11,Portugal,Combustible fuels,26.054,2021-11-01
2021M11,Portugal,Coal,75.638,2021-11-01
2021M11,Portugal,Natural gas,1422.751,2021-11-01
2021M11,Portugal,Nuclear,0.0,2021-11-01
2021M11,Romania,Total,4192.0,2021-11-01
2021M11,Romania,Combustible fuels,0.0,2021-11-01
2021M11,Romania,Coal,779.0,2021-11-01
2021M11,Romania,Natural gas,927.0,2021-11-01
2021M11,Romania,Nuclear,932.0,2021-11-01
2021M11,Slovenia,Total,1252.605,2021-11-01
2021M11,Slovenia,Combustible fuels,0.707,2021-11-01
2021M11,Slovenia,Coal,350.115,2021-11-01
2021M11,Slovenia,Natural gas,29.497,2021-11-01
2021M11,Slovenia,Nuclear,497.72,2021-11-01
2021M11,Slovakia,Total,2354.0,2021-11-01
2021M11,Slovakia,Combustible fuels,157.0,2021-11-01
2021M11,Slovakia,Coal,137.0,2021-11-01
2021M11,Slovakia,Natural gas,385.0,2021-11-01
2021M11,Slovakia,Nuclear,1318.0,2021-11-01
2021M11,Finland,Total,6217.0,2021-11-01
2021M11,Finland,Combustible fuels,58.0,2021-11-01
2021M11,Finland,Coal,615.0,2021-11-01
2021M11,Finland,Natural gas,119.0,2021-11-01
2021M11,Finland,Nuclear,2013.0,2021-11-01
2021M11,Sweden,Total,14812.335,2021-11-01
2021M11,Sweden,Combustible fuels,132.25,2021-11-01
2021M11,Sweden,Coal,1.17,2021-11-01
2021M11,Sweden,Natural gas,23.17,2021-11-01
2021M11,Sweden,Nuclear,4930.55,2021-11-01
2021M12,EU,Total,255144.785,2021-12-01
2021M12,EU,Combustible fuels,2634.311,2021-12-01
2021M12,EU,Coal,41219.034,2021-12-01
2021M12,EU,Natural gas,39211.925,2021-12-01
2021M12,EU,Nuclear,60975.829,2021-12-01
2021M12,Belgium,Total,8733.034,2021-12-01
2021M12,Belgium,Combustible fuels,91.577,2021-12-01
2021M12,Belgium,Coal,191.497,2021-12-01
2021M12,Belgium,Natural gas,2107.606,2021-12-01
2021M12,Belgium,Nuclear,4378.019,2021-12-01
2021M12,Bulgaria,Total,4557.955,2021-12-01
2021M12,Bulgaria,Combustible fuels,0.0,2021-12-01
2021M12,Bulgaria,Coal,1801.431,2021-12-01
2021M12,Bulgaria,Natural gas,254.157,2021-12-01
2021M12,Bulgaria,Nuclear,1534.717,2021-12-01
2021M12,Czechia,Total,7729.237,2021-12-01
2021M12,Czechia,Combustible fuels,9.343,2021-12-01
2021M12,Czechia,Coal,3591.407,2021-12-01
2021M12,Czechia,Natural gas,697.98,2021-12-01
2021M12,Czechia,Nuclear,2602.978,2021-12-01
2021M12,Denmark,Total,3567.707,2021-12-01
2021M12,Denmark,Combustible fuels,73.571,2021-12-01
2021M12,Denmark,Coal,777.859,2021-12-01
2021M12,Denmark,Natural gas,184.394,2021-12-01
2021M12,Denmark,Nuclear,0.0,2021-12-01
2021M12,Germany,Total,47723.718,2021-12-01
2021M12,Germany,Combustible fuels,1319.23,2021-12-01
2021M12,Germany,Coal,15992.408,2021-12-01
2021M12,Germany,Natural gas,7848.549,2021-12-01
2021M12,Germany,Nuclear,5599.759,2021-12-01
2021M12,Estonia,Total,867.269,2021-12-01
2021M12,Estonia,Combustible fuels,102.647,2021-12-01
2021M12,Estonia,Coal,0.0,2021-12-01
2021M12,Estonia,Natural gas,0.0,2021-12-01
2021M12,Estonia,Nuclear,0.0,2021-12-01
2021M12,Ireland,Total,3020.257,2021-12-01
2021M12,Ireland,Combustible fuels,97.23,2021-12-01
2021M12,Ireland,Coal,370.386,2021-12-01
2021M12,Ireland,Natural gas,1079.121,2021-12-01
2021M12,Ireland,Nuclear,0.0,2021-12-01
2021M12,Greece,Total,5030.154,2021-12-01
2021M12,Greece,Combustible fuels,0.08,2021-12-01
2021M12,Greece,Coal,470.82,2021-12-01
2021M12,Greece,Natural gas,1977.39,2021-12-01
2021M12,Greece,Nuclear,0.0,2021-12-01
2021M12,Spain,Total,23532.683,2021-12-01
2021M12,Spain,Combustible fuels,181.223,2021-12-01
2021M12,Spain,Coal,720.481,2021-12-01
2021M12,Spain,Natural gas,6798.073,2021-12-01
2021M12,Spain,Nuclear,3922.864,2021-12-01
2021M12,France,Total,48871.638,2021-12-01
2021M12,France,Combustible fuels,0.0,2021-12-01
2021M12,France,Coal,992.681,2021-12-01
2021M12,France,Natural gas,5443.883,2021-12-01
2021M12,France,Nuclear,31503.128,2021-12-01
2021M12,Croatia,Total,1663.828,2021-12-01
2021M12,Croatia,Combustible fuels,0.0,2021-12-01
2021M12,Croatia,Coal,115.62,2021-12-01
2021M12,Croatia,Natural gas,227.492,2021-12-01
2021M12,Croatia,Nuclear,0.0,2021-12-01
2021M12,Italy,Total,25465.0,2021-12-01
2021M12,Italy,Combustible fuels,0.0,2021-12-01
2021M12,Italy,Coal,0.0,2021-12-01
2021M12,Italy,Natural gas,0.0,2021-12-01
2021M12,Italy,Nuclear,0.0,2021-12-01
2021M12,Cyprus,Total,399.49,2021-12-01
2021M12,Cyprus,Combustible fuels,0.0,2021-12-01
2021M12,Cyprus,Coal,0.0,2021-12-01
2021M12,Cyprus,Natural gas,0.0,2021-12-01
2021M12,Cyprus,Nuclear,0.0,2021-12-01
2021M12,Latvia,Total,671.0,2021-12-01
2021M12,Latvia,Combustible fuels,0.0,2021-12-01
2021M12,Latvia,Coal,0.0,2021-12-01
2021M12,Latvia,Natural gas,310.0,2021-12-01
2021M12,Latvia,Nuclear,0.0,2021-12-01
2021M12,Lithuania,Total,395.289,2021-12-01
2021M12,Lithuania,Combustible fuels,7.645,2021-12-01
2021M12,Lithuania,Coal,0.0,2021-12-01
2021M12,Lithuania,Natural gas,70.636,2021-12-01
2021M12,Lithuania,Nuclear,0.0,2021-12-01
2021M12,Luxembourg,Total,192.414,2021-12-01
2021M12,Luxembourg,Combustible fuels,5.293,2021-12-01
2021M12,Luxembourg,Coal,0.0,2021-12-01
2021M12,Luxembourg,Natural gas,17.928,2021-12-01
2021M12,Luxembourg,Nuclear,0.0,2021-12-01
2021M12,Hungary,Total,2837.133,2021-12-01
2021M12,Hungary,Combustible fuels,21.011,2021-12-01
2021M12,Hungary,Coal,244.457,2021-12-01
2021M12,Hungary,Natural gas,1055.572,2021-12-01
2021M12,Hungary,Nuclear,1159.882,2021-12-01
2021M12,Malta,Total,159.879,2021-12-01
2021M12,Malta,Combustible fuels,0.0,2021-12-01
2021M12,Malta,Coal,0.0,2021-12-01
2021M12,Malta,Natural gas,132.658,2021-12-01
2021M12,Malta,Nuclear,0.0,2021-12-01
2021M12,Netherlands,Total,10982.409,2021-12-01
2021M12,Netherlands,Combustible fuels,143.975,2021-12-01
2021M12,Netherlands,Coal,2215.643,2021-12-01
2021M12,Netherlands,Natural gas,5007.481,2021-12-01
2021M12,Netherlands,Nuclear,358.345,2021-12-01
2021M12,Austria,Total,5695.746,2021-12-01
2021M12,Austria,Combustible fuels,63.834,2021-12-01
2021M12,Austria,Coal,163.837,2021-12-01
2021M12,Austria,Natural gas,1544.569,2021-12-01
2021M12,Austria,Nuclear,0.0,2021-12-01
2021M12,Poland,Total,15659.328,2021-12-01
2021M12,Poland,Combustible fuels,95.998,2021-12-01
2021M12,Poland,Coal,11515.358,2021-12-01
2021M12,Poland,Natural gas,1321.282,2021-12-01
2021M12,Poland,Nuclear,0.0,2021-12-01
2021M12,Portugal,Total,4599.441,2021-12-01
2021M12,Portugal,Combustible fuels,25.31,2021-12-01
2021M12,Portugal,Coal,0.0,2021-12-01
2021M12,Portugal,Natural gas,1155.617,2021-12-01
2021M12,Portugal,Nuclear,0.0,2021-12-01
2021M12,Romania,Total,4845.0,2021-12-01
2021M12,Romania,Combustible fuels,0.0,2021-12-01
2021M12,Romania,Coal,759.0,2021-12-01
2021M12,Romania,Natural gas,1026.0,2021-12-01
2021M12,Romania,Nuclear,952.0,2021-12-01
2021M12,Slovenia,Total,1251.571,2021-12-01
2021M12,Slovenia,Combustible fuels,0.904,2021-12-01
2021M12,Slovenia,Coal,336.489,2021-12-01
2021M12,Slovenia,Natural gas,34.987,2021-12-01
2021M12,Slovenia,Nuclear,515.427,2021-12-01
2021M12,Slovakia,Total,2450.0,2021-12-01
2021M12,Slovakia,Combustible fuels,147.0,2021-12-01
2021M12,Slovakia,Coal,156.0,2021-12-01
2021M12,Slovakia,Natural gas,373.0,2021-12-01
2021M12,Slovakia,Nuclear,1373.0,2021-12-01
2021M12,Finland,Total,7160.0,2021-12-01
2021M12,Finland,Combustible fuels,83.0,2021-12-01
2021M12,Finland,Coal,798.0,2021-12-01
2021M12,Finland,Natural gas,429.0,2021-12-01
2021M12,Finland,Nuclear,2080.0,2021-12-01
2021M12,Sweden,Total,17083.605,2021-12-01
2021M12,Sweden,Combustible fuels,165.44,2021-12-01
2021M12,Sweden,Coal,5.66,2021-12-01
2021M12,Sweden,Natural gas,114.55,2021-12-01
2021M12,Sweden,Nuclear,4995.71,2021-12-01
